Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street
08-05-2021 00:00,12-04-2020 00:00,1000,6,Hollywood,663,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0603 1822,44,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1200 N  MC CADDEN                    PL,
03-10-2020 00:00,03-10-2020 00:00,1910,17,Devonshire,1764,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0378,0,X,X,101,STREET,,,IC,Invest Cont,442,,,,9300    TAMPA                        AV,
03-10-2020 00:00,03-10-2020 00:00,2200,9,Van Nuys,901,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,15500    SHERMAN                      WY,
07-10-2020 00:00,07-10-2020 00:00,930,5,Harbor,519,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1000 E  COLON                        ST,
07-10-2020 00:00,07-10-2020 00:00,1130,21,Topanga,2148,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,57,M,W,101,STREET,,,AA,Adult Arrest,740,,,,WINNETKA                     AV,VANOWEN                      ST
07-10-2020 00:00,07-10-2020 00:00,1000,4,Hollenbeck,412,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0701 1822 1202,82,M,H,504,OTHER RESIDENCE,,,IC,Invest Cont,341,,,,3000    PASADENA                     AV,
05-04-2020 00:00,05-03-2020 00:00,2030,21,Topanga,2139,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,27,F,F,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,LUBAO,VALERIO
05-04-2020 00:00,05-03-2020 00:00,2045,14,Pacific,1416,1,310,BURGLARY,1609 0321,32,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3300    HALDERMAN                    ST,
05-04-2020 00:00,12-10-2020 00:00,1500,6,Hollywood,647,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 1501,0,X,X,102,SIDEWALK,,,IC,Invest Cont,341,,,,6200    HOLLYWOOD                    BL,
05-04-2020 00:00,04-12-2020 00:00,1150,19,Mission,1998,1,330,BURGLARY FROM VEHICLE,0344 0321,39,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,14200    ROSCOE                       BL,
05-04-2020 00:00,07-11-2020 00:00,1900,5,Harbor,587,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0416 0429,54,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,3400 S  DENISON                      AV,
05-04-2020 00:00,07-11-2020 00:00,1145,11,Northeast,1141,2,354,THEFT OF IDENTITY,0929 1822,32,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1700 N  KENMORE                      AV,
05-12-2020 00:00,05-12-2020 00:00,1,18,Southeast,1849,1,330,BURGLARY FROM VEHICLE,1822 0923 0930 1609 0358 0377 0344 0329 1307,32,F,H,122,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,2100 E  114TH                        ST,
05-12-2020 00:00,05-12-2020 00:00,1000,17,Devonshire,1701,2,888,TRESPASSING,1501 2004,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,888,,,,19800    RINALDI                      ST,
05-12-2020 00:00,05-12-2020 00:00,1215,15,N Hollywood,1503,2,437,RESISTING ARREST,0421 0906 1212 2004,34,F,H,101,STREET,511,VERBAL THREAT,AA,Adult Arrest,437,,,,LAUREL CANYON                BL,VANOWEN                      ST
08-08-2020 00:00,08-08-2020 00:00,2120,5,Harbor,567,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 0432 0917 2004,24,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,PACIFIC                      AV,22ND                         ST
08-08-2020 00:00,08-08-2020 00:00,1500,18,Southeast,1806,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,26,M,O,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740,,,,8900 S  AVALON                       BL,
08-08-2020 00:00,08-08-2020 00:00,2005,8,West LA,898,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",913,42,F,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,956,,,,2800 S  BEDFORD                      ST,
08-08-2020 00:00,08-08-2020 00:00,1130,19,Mission,1963,2,354,THEFT OF IDENTITY,0930 0922,45,F,H,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,354,,,,9600    SYLMAR                       AV,
07-05-2020 00:00,07-05-2020 00:00,905,13,Newton,1347,1,310,BURGLARY,344,0,F,W,213,WAREHOUSE,,,IC,Invest Cont,310,,,,2500 S  ALAMEDA                      ST,
02-02-2020 00:00,07-05-2020 00:00,900,10,West Valley,1033,2,649,DOCUMENT FORGERY / STOLEN FELONY,0800 1822 1915,50,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,6100    TOPHAM REGENCY               LN,
02-02-2020 00:00,07-05-2020 00:00,1730,7,Wilshire,765,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1309 1609,41,F,H,108,PARKING LOT,,,IC,Invest Cont,740,,,,4700 W  PICO                         BL,
02-02-2020 00:00,07-05-2020 00:00,1500,19,Mission,1915,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,14100    AZTEC                        ST,
08-08-2020 00:00,08-08-2020 00:00,120,5,Harbor,557,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0448 1814 2000,23,F,H,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,200 S  GAFFEY                       ST,
08-08-2020 00:00,09-08-2020 00:00,800,13,Newton,1352,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329,53,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,4400    METTLER                      ST,
08-08-2020 00:00,09-08-2020 00:00,1800,4,Hollenbeck,409,2,354,THEFT OF IDENTITY,,66,M,C,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,4300    LOWELL                       AV,
08-08-2020 00:00,09-08-2020 00:00,1500,18,Southeast,1801,1,220,ATTEMPTED ROBBERY,0337 0913 1258 1251 1815 2024 0447 0603 0361,12,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,220,,,,89TH                         ST,FIGUEROA                     ST
08-08-2020 00:00,09-08-2020 00:00,2100,20,Olympic,2005,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1813 0401 2007 1222 0416,31,M,W,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,400 N  NORMANDIE                    AV,
08-08-2020 00:00,09-08-2020 00:00,215,20,Olympic,2022,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0361 0913 0603 0443,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,AO,Adult Other,930,,,,4100 W  6TH                          ST,
08-08-2020 00:00,09-08-2020 00:00,1939,7,Wilshire,715,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,19,M,O,102,SIDEWALK,,,IC,Invest Cont,740,,,,400 N  LA BREA                      AV,
06-02-2020 00:00,05-05-2020 00:00,1000,15,N Hollywood,1595,2,354,THEFT OF IDENTITY,377,36,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11900    LAURELWOOD                   DR,
02-11-2020 00:00,02-11-2020 00:00,1225,3,Southwest,341,1,210,ROBBERY,0104 0325 0342 0444 0945 0346,19,X,X,409,BEAUTY SUPPLY STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,5700    OBAMA                        BL,
02-11-2020 00:00,02-11-2020 00:00,1600,8,West LA,852,2,860,BATTERY WITH SEXUAL CONTACT,1822 0522 0551,26,F,A,404,DEPARTMENT STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,860,,,,11800    SANTA MONICA                 BL,
02-11-2020 00:00,06-12-2020 00:00,230,15,N Hollywood,1527,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,56,M,W,104,DRIVEWAY,,,IC,Invest Cont,331,,,,6400    ELMER                        AV,
08-02-2020 00:00,08-01-2020 00:00,2210,15,N Hollywood,1527,1,310,BURGLARY,0344 0325 1402 1602 1607 1414 1610 0206 0398 1420,0,M,W,403,DRUG STORE,,,IC,Invest Cont,310,998,,,11300    VICTORY                      BL,
02-07-2020 00:00,02-07-2020 00:00,2020,6,Hollywood,668,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",1300 1310 0344 1231 1822 0104,58,M,O,114,TAXI,,,IC,Invest Cont,951,,,,FOUNTAIN,SAINT ANDREWS
06-02-2020 00:00,06-01-2020 00:00,2100,18,Southeast,1822,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,300 W  94TH                         ST,
06-02-2020 00:00,06-01-2020 00:00,1750,13,Newton,1375,1,761,BRANDISH WEAPON,2000 1814 0444 0446 0408 0334 0913,24,F,H,501,SINGLE FAMILY DWELLING,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,626,761,,,1300 E  55TH                         ST,
06-02-2020 00:00,06-01-2020 00:00,830,2,Rampart,215,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 1218 0416 0305 0913 1817,41,M,H,158,TRANSIENT ENCAMPMENT,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,AO,Adult Other,230,,,,SILVER LAKE                  BL,HOLLYWOOD                    FY
06-02-2020 00:00,06-01-2020 00:00,1600,13,Newton,1385,1,210,ROBBERY,0334 0312 0337 0344 0432 0371 0305 1812 1822 0906,17,M,H,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,210,,,,300 E  59TH                         PL,
06-02-2020 00:00,06-01-2020 00:00,1445,12,77th Street,1239,2,624,BATTERY - SIMPLE ASSAULT,1822 0416,44,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,SLAUSON                      AV,VERMONT                      AV
06-02-2020 00:00,06-01-2020 00:00,1900,20,Olympic,2005,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",0202 0378 1822,25,F,H,101,STREET,,,IC,Invest Cont,410,,,,300 N  ARDMORE                      AV,
06-02-2020 00:00,06-01-2020 00:00,2045,9,Van Nuys,904,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0411 1218 0913 0360 0334 1401 1414,35,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",204,FOLDING KNIFE,AA,Adult Arrest,230,998,,,14500    SATICOY                      ST,
03-04-2020 00:00,03-04-2020 00:00,2222,12,77th Street,1249,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1224 1822 1309 0334 0445 0411 0416 0446 2021,37,M,H,142,DRIVE THRU*,204,FOLDING KNIFE,AA,Adult Arrest,230,,,,500 W  FLORENCE                     AV,
03-04-2020 00:00,03-04-2020 00:00,1730,1,Central,159,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1800    INDUSTRIAL                   ST,
03-04-2020 00:00,03-04-2020 00:00,430,12,77th Street,1232,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0447 0416 0400 1814,48,F,B,501,SINGLE FAMILY DWELLING,302,BLUNT INSTRUMENT,IC,Invest Cont,626,,,,5800    MADDEN                       AV,
03-04-2020 00:00,03-04-2020 00:00,2345,20,Olympic,2027,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 0446 0408,20,M,A,735,NIGHT CLUB (OPEN EVENINGS ONLY),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,3300    WILSHIRE                     BL,
03-04-2020 00:00,03-04-2020 00:00,1700,16,Foothill,1651,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,LAUREL CANYON                BL,BRANFORD
03-04-2020 00:00,03-04-2020 00:00,2300,3,Southwest,353,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,19,X,X,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,3500    FARMDALE                     AV,
03-04-2020 00:00,03-04-2020 00:00,430,2,Rampart,291,1,210,ROBBERY,0344 0325 0104 0444 0400 1822 0945,0,X,X,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,1600 S  HOOVER                       ST,
08-01-2020 00:00,08-01-2020 00:00,545,4,Hollenbeck,415,2,900,VIOLATION OF COURT ORDER,2038 0913 1814 0329,34,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,900,,,,2500    HANCOCK                      ST,
08-01-2020 00:00,08-01-2020 00:00,5,8,West LA,824,2,354,THEFT OF IDENTITY,1822 0100 0930,57,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,600    SAN LORENZO                  ST,
08-01-2020 00:00,04-06-2020 00:00,1900,6,Hollywood,643,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1822 1912,24,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,1500 N  FORMOSA                      AV,
08-01-2020 00:00,04-06-2020 00:00,30,9,Van Nuys,901,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1402,54,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,998,,,7500    ZOMBAR                       AV,
08-01-2020 00:00,04-10-2020 00:00,1200,11,Northeast,1117,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,4800    EAGLE ROCK                   BL,
08-01-2020 00:00,04-10-2020 00:00,2220,11,Northeast,1147,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814,55,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,2900    DIVISION                     ST,
08-01-2020 00:00,04-10-2020 00:00,2000,15,N Hollywood,1585,1,330,BURGLARY FROM VEHICLE,0344 1300 1609 1307,43,M,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,10900    VENTURA                      BL,
03-12-2020 00:00,03-11-2020 00:00,1630,11,Northeast,1135,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,37,M,H,108,PARKING LOT,,,IC,Invest Cont,745,,,,3300    GASSEN                       PL,
07-03-2020 00:00,07-03-2020 00:00,300,6,Hollywood,644,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1601 1606 0344 1822,28,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,420,,,,1400 N  POINSETTIA                   PL,
07-03-2020 00:00,07-03-2020 00:00,2340,7,Wilshire,782,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,444,16,M,W,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,,,,1900 S  LA CIENEGA                   BL,
07-03-2020 00:00,07-03-2020 00:00,1730,2,Rampart,246,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0910 0416 1206 2033 1814,18,M,H,904,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,600 S  ALVARADO                     ST,
07-03-2020 00:00,07-03-2020 00:00,700,19,Mission,1999,1,330,BURGLARY FROM VEHICLE,0344 1300 1307 1609,20,F,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,13600    WILLARD                      ST,
06-09-2020 00:00,06-01-2020 00:00,1700,13,Newton,1353,2,354,THEFT OF IDENTITY,0800 1822 0930,26,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,700 E  43RD                         ST,
06-09-2020 00:00,07-08-2020 00:00,1354,17,Devonshire,1708,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0394 0344,35,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,12700    WOODLEY                      AV,
06-09-2020 00:00,07-08-2020 00:00,2015,13,Newton,1344,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0371 1309 0416 0421 0432 0906 1822,30,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,300 E  42ND                         ST,
05-09-2020 00:00,05-08-2020 00:00,1900,12,77th Street,1233,1,330,BURGLARY FROM VEHICLE,1609 0344 1307,46,F,H,101,STREET,,,IC,Invest Cont,330,,,,1700 W  60TH                         ST,
05-09-2020 00:00,05-08-2020 00:00,1855,8,West LA,857,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2004 0325 0104 1822 2028,0,X,X,402,MARKET,,,IC,Invest Cont,442,,,,9600 W  PICO                         BL,
05-09-2020 00:00,05-08-2020 00:00,650,6,Hollywood,649,1,310,BURGLARY,1609 0344 0329 1607 1822 0400,0,X,X,203,OTHER BUSINESS,302,BLUNT INSTRUMENT,IC,Invest Cont,310,,,,5100 W  SUNSET                       BL,
05-09-2020 00:00,05-08-2020 00:00,1800,20,Olympic,2076,2,900,VIOLATION OF COURT ORDER,0913 2038 0319 0369 0306,47,M,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,900,,,,1700 S  BERENDO                      ST,
08-06-2020 00:00,08-06-2020 00:00,1500,21,Topanga,2187,2,647,THROWING OBJECT AT MOVING VEHICLE,1300 1402,59,F,W,101,STREET,219,SCREWDRIVER,IC,Invest Cont,647,998,,,AVENUE SAN LUIS,FALLBROOK
08-06-2020 00:00,08-06-2020 00:00,2230,18,Southeast,1842,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,113TH                        ST,MAIN                         ST
08-06-2020 00:00,08-06-2020 00:00,700,13,Newton,1307,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0446 1309 1822,51,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,1600 E  8TH                          ST,
10-07-2020 00:00,10-07-2020 00:00,1151,15,N Hollywood,1555,1,330,BURGLARY FROM VEHICLE,1302 1609 1307 0344 1212,26,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330,,,,11100    OTSEGO                       ST,
10-07-2020 00:00,10-07-2020 00:00,900,4,Hollenbeck,478,2,624,BATTERY - SIMPLE ASSAULT,0913 0416,45,F,W,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3400    PERCY                        ST,
10-07-2020 00:00,10-07-2020 00:00,10,12,77th Street,1218,1,251,SHOTS FIRED AT INHABITED DWELLING,0450 1822 0906,64,M,H,401,MINI-MART,106,UNKNOWN FIREARM,IC,Invest Cont,251,,,,5400 S  FIGUEROA                     ST,
10-07-2020 00:00,07-07-2020 00:00,2208,16,Foothill,1658,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,23,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,6800    VALMONT                      ST,
10-07-2020 00:00,07-07-2020 00:00,1200,2,Rampart,236,1,330,BURGLARY FROM VEHICLE,0329 0344 1607,25,M,H,101,STREET,,,IC,Invest Cont,330,,,,1700    MIRAMAR                      ST,
05-05-2020 00:00,05-04-2020 00:00,1700,12,77th Street,1273,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,8800 S  WESTERN                      AV,
09-12-2020 00:00,09-05-2020 00:00,2040,8,West LA,808,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1420 1822 1609 1202 0202 0209 0216,62,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,3000    DEEP CANYON                  DR,
09-12-2020 00:00,09-05-2020 00:00,1015,15,N Hollywood,1555,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0444 0400,0,M,O,401,MINI-MART,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,745,,,,11300    MAGNOLIA                     BL,
09-12-2020 00:00,09-05-2020 00:00,2000,3,Southwest,395,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,52,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1700 W  43RD                         ST,
09-12-2020 00:00,09-05-2020 00:00,1300,16,Foothill,1654,2,354,THEFT OF IDENTITY,0930 0922 0377 1822,33,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10200    BRADLEY                      AV,
09-12-2020 00:00,09-05-2020 00:00,900,20,Olympic,2045,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,900 S  MARIPOSA                     AV,
08-08-2020 00:00,08-08-2020 00:00,1500,21,Topanga,2196,1,310,BURGLARY,344,35,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4200    GOLONDRINA                   PL,
08-08-2020 00:00,08-08-2020 00:00,40,19,Mission,1905,1,330,BURGLARY FROM VEHICLE,0329 1307 0344 0321,39,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,13900    FOOTHILL                     BL,
08-08-2020 00:00,08-08-2020 00:00,1155,2,Rampart,265,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0302 0312 1019 0449,53,M,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,230,,,,8TH                          ST,ALVARADO                     ST
08-08-2020 00:00,09-05-2020 00:00,1840,2,Rampart,236,1,310,BURGLARY,0344 1501,33,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,100 N  ALVARADO                     ST,
08-08-2020 00:00,09-05-2020 00:00,640,5,Harbor,565,2,888,TRESPASSING,1501 2004,0,X,X,401,MINI-MART,,,AA,Adult Arrest,888,,,,800 S  GAFFEY                       ST,
08-08-2020 00:00,09-05-2020 00:00,1930,8,West LA,835,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1606 0202 1420 1822,47,F,O,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,331,,,,2000    CAMDEN                       AV,
08-08-2020 00:00,09-05-2020 00:00,2125,18,Southeast,1822,1,210,ROBBERY,1822 2018 0344 0213 0216 0334 0342,0,X,X,418,,104,SHOTGUN,IC,Invest Cont,210,,,,9300 S  BROADWAY,
10-02-2020 00:00,10-02-2020 00:00,110,15,N Hollywood,1523,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0447 0416 1814 0444 0421 1414 2000 1813 0400,49,M,O,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,236,,,,6300    WHITSETT                     AV,
03-08-2020 00:00,03-07-2020 00:00,1700,21,Topanga,2158,1,330,BURGLARY FROM VEHICLE,1307 0344 0321 1202,74,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,6200    VARIEL                       AV,
07-05-2020 00:00,07-02-2020 00:00,2100,14,Pacific,1435,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0344 0421 2004,55,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,3700    MCLAUGHLIN                   AV,
07-05-2020 00:00,07-02-2020 00:00,1,18,Southeast,1849,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 1240,55,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,115TH                        ST,MONA                         BL
02-11-2020 00:00,02-06-2020 00:00,1200,3,Southwest,314,2,649,DOCUMENT FORGERY / STOLEN FELONY,2000 1813 0924,35,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,3800 W  28TH                         ST,
05-03-2020 00:00,05-03-2020 00:00,1730,16,Foothill,1698,1,210,ROBBERY,0355 0302 0344 1822,31,F,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,ARMINTA,LEDGE
09-09-2020 00:00,09-09-2020 00:00,1210,6,Hollywood,644,2,946,OTHER MISCELLANEOUS CRIME,1501,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,946,,,,1400 N  DETROIT                      ST,
09-09-2020 00:00,09-09-2020 00:00,1800,3,Southwest,396,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800 W  41ST                         ST,
09-09-2020 00:00,09-09-2020 00:00,1330,15,N Hollywood,1557,2,624,BATTERY - SIMPLE ASSAULT,444,49,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4800    WILLOW CREST                 AV,
09-09-2020 00:00,09-09-2020 00:00,600,12,77th Street,1241,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1309 0416,25,F,B,101,STREET,307,VEHICLE,AA,Adult Arrest,230,,,,66TH                         ST,11TH                         AV
09-09-2020 00:00,09-09-2020 00:00,1517,18,Southeast,1824,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1304 1309,24,M,H,101,STREET,307,VEHICLE,IC,Invest Cont,230,,,,CENTRAL,CENTURY
